ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_LL8WXJ,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-27,"['Herd Management', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Herd Health Management.', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals']",16,15,0.0,1,0,0,0,1
ID_ZACKG3,Male,Above 35,Manual,1,Nandi,Mosop,Kabiyet,trainer_name_5,2024-05-30,"['Dairy Feed Management,How To Feed Kienyeji Chicken From 1 Day Old To Maturity,How To Rear Healthy Chicken With Biodeal,Unga Dairy Feeds, Hygiene And Health Products', 'Dairy Feed Management', 'Unga Dairy Feeds, Hygiene And Health Products', 'How To Rear Healthy Chicken With Biodeal', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity']",5,4,0.0,1,0,0,0,1
ID_NU0WME,Female,Above 35,Ussd,0,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-05-21,"['Calf Feeding,Dairy Feed Management,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Health Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_YKQL8J,Male,Below 35,Ussd,0,Siaya,Ugenya,North Ugenya,trainer_name_8,2024-05-15,['Record Keeping In Poultry'],1,0,,1,0,0,0,0
ID_R1WNRM,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-21,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Herd Health Management.', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Asili Fertilizer (Organic)', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Weed Management In Crop', 'Pest And Disease Management In Crops']",27,26,0.0,1,1,1,1,1
ID_0Y2VJV,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Poultry Management Practises.', 'Some Reasons Why Ai Fails And Solutions', 'Poultry Health Management.', 'Herd Management', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Feeding A Dairy Cow', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",24,23,0.0,1,1,1,1,1
ID_0KXRPM,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-20,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_WMISTH,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Feeding A Dairy Cow', 'Poultry Health Management.', 'Poultry Management Practises..', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Harvesting And Post Harvesting', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv']",24,23,0.0,1,0,0,0,1
ID_RWSIFS,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-21,['Disadvantages Of Natural Mating'],1,0,,1,0,0,0,0
ID_51XFWO,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Herd Management', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'Feeding A Dairy Cow', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans']",22,21,0.0,1,0,0,0,1
ID_HZ4JOQ,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-30,['Record Keeping In Poultry'],1,0,,1,0,0,0,0
ID_FHCUKY,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['How To Succeed In Breeding', 'Herd Health Management', 'Poultry Management Practices']",3,2,0.0,1,0,0,0,1
ID_KHGTSQ,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-15,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Poultry And Dairy Feeding With Tyari Feeds']",17,16,0.0,1,0,0,0,1
ID_3FI51N,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-31,"['Disadvantages Of Natural Mating', 'Herd Health Practices With Biodeal Products', 'How To Rear Healthy Chicken With Biodeal', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Management. Practices', 'Asili Fertilizer', 'Harvesting And Post Harvesting', 'Importance Of Mineral Supplementation With Ckl', 'Pest And Diseases At Harvesting Stage', 'Livestock Management Practices', 'Livestock Management Practices.', 'How To Manage Pest And Diseases At Harvesting Stage', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas', 'General Livestock Management', 'Pest And Disease Management At Production Stage', 'Benefits Of Sistema Biogas']",21,20,0.0,1,0,0,0,1
ID_LYQ71R,Male,Above 35,Manual,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-29,"['Biosecurity In Poultry Farming,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat,How To Rear Healthy Chicken With Biodeal,Record Keeping In Poultry,Unga Dairy Feeds, Hygiene And Health Products', 'Unga Dairy Feeds, Hygiene And Health Products', 'Record Keeping In Poultry', 'How To Rear Healthy Chicken With Biodeal', 'How To Feed Kienyeji Chicken For Meat', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow']",7,6,0.0,1,0,0,0,1
ID_B9X2B6,Male,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-17,"['Dairy Feed Management,Dairy Health, Hygiene And Feeds,Poultry Feed And Water Management,Record Keeping In Poultry', 'Dairy Health, Hygiene And Feeds', 'Dairy Feed Management', 'Poultry Feed And Water Management', 'Record Keeping In Poultry']",5,4,0.0,1,0,0,0,1
ID_SWVPEJ,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Herd Health Management.', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals']",14,13,0.0,1,0,0,0,1
ID_RA3IG2,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Feeding A Dairy Cow']",7,6,0.0,1,0,0,0,1
ID_7YB73R,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-07,"['How To Succeed In Breeding', 'How To Succeed In Breeding', 'Poultry Management Practices', 'Poultry Management Practices', 'Herd Health', 'Herd Health', 'Herd Management', 'Herd Management', 'Poultry Mngt Practices', 'Poultry Mngt Practices', 'Feeding A Dairy Cow', 'Feeding A Dairy Cow', 'Herd Health Management.', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Aflatoxin In Dairy Farming', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Dairy Hygiene', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Mineral Supplementation', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Harvesting And Post Harvesting', 'Harvesting And Post Harvesting']",42,41,0.0,1,1,1,1,1
ID_L4W3TA,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-21,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",26,25,0.0,1,0,0,0,1
ID_UHIAIR,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-05-03,"['Biodeal Poultry,Dairy Feed Management,Record Keeping In Poultry', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Biodeal Poultry']",4,3,0.0,1,0,0,0,1
ID_7OUXFD,Female,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-16,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_0G4XTI,Female,Above 35,Manual,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-22,"['Asili Fertilizer (Organic),Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Calf Feeding,Control Of External Parasites With Dominex.,Dairy Feed Management,Dairy Nutrition With Tyari,Feeding A Lactating Cow,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Livestock Management Practices.,Microp+ Topdressing,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feed And Water Management,Poultry Feeding With Tyari,Record Keeping In Poultry', 'Asili Fertilizer (Organic),Benfits Of Sistema Biogas,Biosecurity In Poultry Farming,Calf Feeding,Control Of External Parasites With Dominex.,Dairy Feed Management,Dairy Nutrition With Tyari,Feeding A Lactating Cow,How To Manage Pest And Diseases At Harvesting Stage,How To Rear A Calf With Unga Products,Importance Of Choosing The Right Seed Variety,Livestock Management Practices,Livestock Management Practices.,Microp+ Topdressing,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feed And Water Management,Poultry Feeding With Tyari,Record Keeping In Poultry', 'Dairy Feed Management', 'Dairy Feed Management', 'Poultry Feed And Water Management', 'Poultry Feed And Water Management', 'Record Keeping In Poultry', 'Record Keeping In Poultry', 'Microp+ Topdressing', 'Microp+ Topdressing', 'Biosecurity In Poultry Farming', 'Biosecurity In Poultry Farming', 'Feeding A Lactating Cow', 'Feeding A Lactating Cow', 'Calf Feeding', 'Calf Feeding', 'How To Rear A Calf With Unga Products', 'How To Rear A Calf With Unga Products', 'Personal Protective Equipment (Ppe)', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Milking Hygiene', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Control Of External Parasites With Dominex.', 'Control Of External Parasites With Dominex.', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Benfits Of Sistema Biogas', 'Benfits Of Sistema Biogas', 'How To Manage Pest And Diseases At Harvesting Stage', 'How To Manage Pest And Diseases At Harvesting Stage', 'Livestock Management Practices.', 'Livestock Management Practices.']",46,45,0.0,1,1,1,1,1
ID_0KFOIV,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-24,"['Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Poultry Mngt Practices', 'Poultry Mngt Practices', 'Herd Management', 'Herd Management', 'Herd Management', 'Microp+ Topdressing', 'Microp+ Topdressing', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Poultry Management Practises..', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Why You Should Vaccinate Your Animals', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Dairy Nutrition With Tyari', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry Management. Practices', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Asili Fertilizer (Organic)', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Poultry & Dairy Feeding With Tyari Feeds', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Importance Of Mineral Supplementation With Ckl', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops', 'Pest And Disease Management In Crops']",66,65,0.0,1,0,0,0,1
ID_K0YAMG,Female,Above 35,Manual,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-21,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Feeding A Lactating Cow,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_AD9KXV,Female,Above 35,Manual,0,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-29,"['How To Rear Healthy Chicken With Biodeal,Record Keeping In Poultry,Unga Dairy Feeds, Hygiene And Health Products', 'Unga Dairy Feeds, Hygiene And Health Products', 'Record Keeping In Poultry', 'How To Rear Healthy Chicken With Biodeal']",4,3,0.0,1,0,0,0,1
ID_MM3MT2,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['Poultry Management Practices', 'Poultry Management Practises.', 'Some Reasons Why Ai Fails And Solutions', 'Poultry Health Management.', 'Herd Management', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Feeding A Dairy Cow', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",23,22,57.0,1,0,0,0,1
ID_87G7FT,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-08,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Herd Health Management.', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Broiler Feed Formulation', 'Poultry Feed Management', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation']",18,17,0.0,1,0,0,0,1
